0.000156,1.683391,-0.24619
0.000312,1.737382,0.5309477
0.000468,0.9088812,0.8253473
0.000624,0.2648684,0.7829229
0.00078,0.4801043,3.003776
0.000936,0.7890368,1.923882
0.001092,0.5379686,1.604413
0.001248,0.7815313,1.900099
0.001404,1.221687,2.243993
0.00156,1.155833,2.200283
0.001716,0.8987126,1.993947
0.001872,1.233067,1.875672
0.002028,1.03841,2.350054
0.002184,0.6757292,2.07301
0.00234,0.7321409,0.5566595
0.002496,1.063347,-0.4827382
0.002652,1.5696,-0.1844818
0.002808,1.851658,1.233521
0.002964,1.830594,1.340225
0.00312,2.073189,1.588986
0.003276,1.087559,2.435546
0.003432,0.7684574,2.609743
0.003588,0.8130057,2.965208
0.003744,0.8812807,3.186329
0.0039,0.8081635,3.702492
0.004056,0.6953402,4.679539
0.004212,0.1680244,5.146207
0.004368,0.1372764,5.200202
0.004524,-0.5120628,5.253554
0.00468,-0.2280677,4.684681
0.004836,-1.55E-02,4.653827
0.004992,7.07E-02,5.353187
0.005148,-0.2169306,3.447303
0.005304,-0.3861656,3.557221
0.00546,6.78E-03,3.382381
0.005616,-0.2423522,3.124621
0.005772,-0.587117,3.071269
0.005928,-0.2450154,1.653909
0.006084,-0.5706534,1.409004
0.00624,-0.68614,1.441787
0.006396,-0.349607,1.327369
0.006552,-0.4103766,2.606529
0.006708,-0.2152359,2.866218
0.006864,-0.7953316,3.556578
0.00702,-1.120243,3.401665
0.007176,-1.541757,0.611297
0.007332,-1.812194,0.5039504
0.007488,-1.454597,-0.4640971
0.007644,-1.449755,0.6421511
0.0078,-1.461619,0.6357231
0.007956,-1.072306,-1.273375
0.008112,-0.7892789,-1.64041
0.008268,-0.9723141,-2.253635
0.008424,-1.71196,-2.759514
0.00858,-1.480745,-3.074483
0.008736,-1.826721,-4.896803
0.008892,-2.028641,-4.387711
0.009048,-1.362838,-5.231056
0.009204,-1.980461,-7.43841
0.00936,-2.432722,-6.667701
0.009516,-1.879985,-6.428581
0.009672,-2.142674,-5.695153
0.009828,-1.562578,-5.78193
0.009984,-1.212729,-7.363204
0.01014,-1.508346,-7.630606
0.010296,-1.720919,-7.476335
0.010452,-1.504956,-6.838684
0.010608,-1.322889,-6.097542
0.010764,-1.080053,-6.139967
0.01092,-0.6277915,-5.184133
0.011076,-1.417554,-7.016095
0.011232,-1.969566,-8.057421
0.011388,-1.411986,-8.17698
0.011544,-1.47784,-9.077535
0.0117,-1.314658,-7.996998
0.011856,-1.316595,-9.664406
0.012012,-1.378333,-11.57158
0.012168,-1.140096,-11.39352
0.012324,-1.176413,-11.41409
0.01248,-0.9062181,-12.62768
0.012636,-0.5859064,-13.4691
0.012792,-1.140096,-13.49353
0.012948,-0.4830096,-13.64137
0.013104,-0.1428449,-13.67994
0.01326,-0.4893045,-13.08214
0.013416,-0.6624132,-12.34293
0.013572,-0.3745443,-11.68406
0.013728,-0.5384528,-11.45716
0.013884,-1.302552,-11.27075
0.01404,-1.097001,-11.08498
0.014196,-1.082716,-11.02199
0.014352,-1.197719,-10.69095
0.014508,-0.3847129,-10.48975
0.014664,-0.4290191,-9.871385
0.01482,0.114276,-10.7308
0.014976,0.4249032,-9.900311
0.015132,0.4987468,-11.35752
0.015288,0.8749858,-12.88287
0.015444,8.43E-02,-12.9568
0.0156,-6.05E-02,-13.60923
0.015756,0.6043068,-12.79031
0.015912,0.4159451,-14.35937
0.016068,0.5261052,-15.42898
0.016224,0.8345535,-14.57921
0.01638,1.09579,-14.46093
0.016536,0.9594823,-14.01805
0.016692,0.4278085,-14.23403
0.016848,1.126538,-12.91309
0.017004,0.9393871,-12.07103
0.01716,1.173265,-13.9377
0.017316,1.016378,-13.1927
0.017472,0.8764385,-13.42282
0.017628,1.101117,-13.1972
0.017784,0.3522702,-12.3455
0.01794,-8.06E-02,-14.44101
0.018096,0.5503162,-15.45019
0.018252,0.9430188,-15.53119
0.018408,-0.1159707,-15.86865
0.018564,0.3462174,-16.12834
0.01872,0.8406062,-16.77178
0.018876,0.6781504,-15.35763
0.019032,0.6316652,-17.17802
0.019188,0.6442549,-19.16618
0.019344,0.3203116,-17.95002
0.0195,0.2070041,-17.32201
0.019656,3.73E-02,-16.49473
0.019812,-7.34E-02,-15.84358
